Speaker,Speech
R. Sachidanandam — Dindigul,"Hon. Chairperson, Sir, I rise to speak on the SHANTI Bill, 2025. The very name ‘SHANTI’ meaning peace immediately reminds us the irony embedded in this legislation. Much like the Operation Smiling Buddha, this Bill carries a name that suggests peace, while in reality it represents the absence of it. In fact, the name appears to symbolize not peace for the people, but the Government’s deep and continuing love for privatization. Hon. Chairperson, Sir, after repealing the Atomic Energy Act, 1948, the Atomic Energy Act, 1962 was enacted. Subsequently, this Act was amended three times in a progressive manner. Each of these amendments gradually broadened the scope of nuclear power generation which was originally confined strictly to the Central Government. However, even with these amendments, the core principle remained intact – that atomic energy must be used solely for the welfare of the people of India. The atomic energy clearly ensures that nuclear power is a strategic national resource, meant to serve people’s interest, national security and people’s welfare. Unfortunately, the proposed SHANTI Bill, 2025 departs fundamentally from this principle. This Bill discloses a dangerous shift, where atomic energy is no longer focused on public welfare, but is being redirected towards corporate welfare, that is, especially for … (Not recorded). Hon. Chairperson, Sir, what is most alarming is that a sector which has so far remained under 100 per cent control of the Central Government is now being systematically opened up to complete private domination. The commissioning of the first Prototype Fast Breeder Reactor at Kalpakkam by 2026 marks a major milestone in our three-stage nuclear programme. It proves that public sector institutions like BHAVINI and NPCIL are fully capable of expanding nuclear power safely and indigenously. Kalpakkam stands as a symbol of India’s scientific self-reliance, where indigenous design, fuel fabrication and reactor technology have been achieved without dependence on foreign or private players. This success strengthens our strategic autonomy and showcases the strength of public sector research and manufacturing. Today, India’s nuclear capacity is steadily growing – from 8.18 Gigawatt to a projected 55 Gigawatt and ultimately 100 Gigawatt – entirely through public investment and strict regulatory oversight by AERB. In this context, the SHANTI Bill, 2025 and the move to privatize the nuclear power is unnecessary and dangerous. Nuclear energy involves high-risk technologies like fast breeder reactors and radioactive waste management, which cannot be driven by profit motives. This is not merely a policy change; it is a profound shift in the philosophy of governance. Atomic energy is not an ordinary commercial commodity. It concerns national security, environmental security, and the future of our people. Handing it over to private corporate interests raises serious questions about accountability, safety, and sovereignty. Through you, Sir, I seek clarity from the Government on several serious concerns regarding the entry of the private sector into nuclear power generation. Who will supply the nuclear fuel to private nuclear power plants? Will it be imported by private entities or supplied by the Government? How will spent fuel be stored, monitored, and controlled? What mechanisms will ensure the long-term safety and security of spent fuel? Who will bear the responsibility for decommissioning nuclear fuel power plants after the completion of their 40-year life cycle? In the unfortunate event of a nuclear accident, who will bear the nuclear liability and compensate the affected public? Hon. Chairperson, Sir, I wish to draw the attention of this House to reports published in The New York Times regarding a nuclear device that was installed in the Nanda Devi region of the Himalayas and subsequently went missing. It was reported that the device contained nearly one-third of the plutonium used in the Nagasaki atomic attack. Even today, local leaders and communities fear that plutonium from the lost device may have entered a glacier, posing a serious threat to people living downstream. Sir, even in the case of a Government-owned nuclear device, no authority has taken responsibility to this day. Therefore, hon. Chairperson, Sir, I strongly urge this House to carefully examine the true intent and consequences of the SHANTI Bill, 2025, and to ensure that atomic energy remains a public asset, used strictly for the welfare of the people of India, and not for the profit of a few corporates like … (Not recorded). Thank you, Sir. (ends) 1505 hours"
Rabindra Narayan Behera — Jajpur(Sc),"Thank you, Chairman, Sir, for giving me this opportunity. This is a historical Bill – the Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill, 2025 – the SHANTI Bill. Hon. Chairperson, I support the Bill. Under the leadership of hon. Prime Minister, Shri Narendra Modi ji, the leader of this entire world, is trying to make India by 2047 a Viksit India. For that, this Nuclear energy Bill is commendable and acceptable in all spheres. The Atomic Energy Act, 1962 was enacted after repealing the Atomic Energy Act, 1948. After so many permutations and combinations on rectification, the nuclear power production originally confined to the Central Government, to Government companies and joint ventures companies. But now, with strong research and development support since the inception of the nuclear power programme, India could achieve self-reliance in nuclear fuel cycle technology and has been carrying out its nuclear power programme in a responsible manner. With adequate experience now in place, it is time ripe now to augment its nuclear installed capacity to ensure clean energy security and reliable round-the-clock power for national data centres and future-ready applications. Today our hon. Prime Minister, Shri Narendra Modi ji, is trying to make India a new Bharat. This requires 100 gigawatt of nuclear power by 2047. The data centres and the quantum computing companies are coming. It is only 8 gigawatt now. So, this is a quantum jump in electricity generation. India has set an ambitious target to achieve energy independence with a roadmap for decarbonisation of the economy by 2070. In this view, it is necessary to enact a new comprehensive legislation, namely, the Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill, 2025 and to repeal the Atomic Energy Act, 1962 and the Civil Liability for Nuclear Damage Act, 2010. The new legislation is aligned to achieve the objective of increasing the share of nuclear energy in the total energy mix of India, facilitating innovation in nuclear science and technology, expanding its applications to non-power applications and continue to honour India’s obligations towards safety, security, safeguards and total nuclear ability. The future of India is going to depend upon this. The basic purpose of this Bill is to authenticate the process specified in clause 3 of the Bill for the production or use of nuclear energy and providing for the suspension and cancellation of such licence and safety authorisation in certain situations. The purpose of the Bill is also to provide for regulation of application of nuclear and radiation technology in health care, food and agriculture, industry, research, and other non-power uses. The future is of AI, EV and semi-conductors. So, this Bill will definitely help the new Bharat. The other purpose of this Bill is to exempt research, development and innovation activities from licence; to provide for a pragmatic civil liability regime for nuclear damage; to confer statutory status to the Atomic Energy Regulatory Board which is reorganised to strengthen the implementation of security, safeguards and provide policy framework for quality assurance and smooth coordination for emergency preparedness and response. Sir, the Bill permits the Department of Government of India, any Company, joint venture, etc. to set up the facilities or undertake the activities specified in this clause only under a licence or safety authorisation. It further empowers the Central Government to reserve certain activities of sensitive nature under its exclusive control. It is because the Government alone cannot do it, as 100 gigawatt of power is required. As per the scientists, the Government sector can go up to 50 gigawatt and the next 50 gigawatt would come by shaking hands with the private sector. The Bill enables the Board to regulate the manufacture, use, export, import, transport, transfer, etc., of any radioactive substances and radiation generating equipment. The Bill also empowers the Central Government to undertake exploration activities for uranium and others. As I have told that you can have a private partnership and other things so that the exploration can be taken in other areas also so that India can be self-sustained in the international market. The Bill provides for making an application, and also, provides for grant of licence and safety authorisation by the Central Government and the Board, subject to the terms and conditions laid down in the rules and regulations, respectively. It further empowers the Central Government and the Board to refuse the grant of licence. So, it has a control over anyone who is taking the licence. It can refuse, deny, and cancel it. The Bill provides the grounds for suspension, modification, curtailment of duration and cancellation of licence and safety authorisation and the actions the Central Government or the Board may take pursuant to such suspension. The Bill enables any person to carry out research, development, design and innovation in matters related to nuclear energy and radiation for the peaceful use. The research and development is a high-end topic. So, with handshaking with private agencies and other agencies, the research and development will play a major role. The Bill provides for duties of persons granted a licence and other things. The Bill also has a provision in case there is a nuclear damage caused by a nuclear incident. So, it also takes care of any damage caused by a nuclear incident occurring in a nuclear installation as well as for nuclear incident occurring outside the nuclear installation involving nuclear material in the course of carriage before and after another operator has assumed the liability. The Bill covers various other activities also. The Bill provides for the circumstances under which the operator shall not be liable for nuclear damage including where a nuclear damage is caused by a nuclear incident directly due to a grave natural disaster of an exceptional character or by acts of armed conflict, hostility, civil war, insurrection or terrorism. HON. CHAIRPERSON (SHRI JAGDAMBIKA PAL): Mr. Engineer, you should not come between the Chair and the hon. Member, who is speaking. The Bill imposes an obligation upon the operator to take out, before beginning the operation of a nuclear installation, insurance policy or any such thing. So, the Central Government has a control over the private agencies. I hope this Bill will definitely create a new revolution in the atomic energy sector. For that, I have a demand to make. My Jajpur constituency is the steel capital of India. It is a hub of mines. A lot of energy is required. If a nuclear energy station is set up in my constituency, I will welcome it. Thank you. Jai Jagannath. (ends) 1512 hours"
Y. S. Avinash Reddy — Kadapa,"Sir, thank you for giving me this opportunity to speak on this Bill. Before talking about the Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Act, 2025, I would like to go one step back. Sir, uranium is the primary fuel for nuclear energy. My parliamentary constituency Kadapa has one of the highest uranium reserves in the country. The Uranium Corporation of India Limited (UCIL) has been running a mining and processing plant at Tummalapalle village in my constituency for the last 18 years. Keeping in view of the national interest, our people from six villages have given their valuable lands to UCIL in spite of the knowledge of severe radiation risks because of uranium. Yet, UCIL does not have any respect towards them. 1513 hours (Shri Dilip Saikia in the Chair) They do not have any compassion towards the people’s grievances. I have represented to the hon. Minister also several times regarding hazardous chemical waste at tailing pond and the need to shift Kottala villagers by providing R&R package. Yet, no action has been taken so far. Sir, issues as regards land acquisition and land loser quota jobs are still pending. I request the Government to create confidence and be liberal in addressing the grievances of our people as they have sacrificed their lands for a national cause and consented for uranium mining in spite of so many health risks. Sir, now, I come to the merits of the proposed Bill. This Bill provides for a long overdue regulatory clarity and institutional strengthening. By granting statutory backing and enhanced powers to AERB, the Bill addresses long-standing concerns regarding the adequacy and independence of nuclear safety regulation in India. A clear licensing and safety authorization framework, coupled with defined inspection and enforcement powers, ensures that the expansion of nuclear energy is accompanied by robust safety and accountability mechanisms. This Bill promotes research, innovation, and non-power applications of nuclear technology. Sir, now, I come to the risks. This Bill has environmental and long-term risks for future generations. While the Bill talks about the safety and waste management, it does not clearly mention how radioactive waste will be safely stored and monitored over the long term. Nuclear waste remains dangerous for decades, even centuries, but the law does not clearly fix responsibility for environmental clean up once the plant stops functioning. There are no clear legal duties on who will pay for and manage long-term waste storage and land restoration. On account of this, there is a real concern that the cost and risk of nuclear waste management may be pushed on to future governments and future generations. Such long-lasting environmental risks require clearer legal safeguards and stronger accountability. In this Bill, there is a gap in emergency preparedness at the local level. The Bill gives strong emergency powers to the Central Government, but it says very little about preparing people on the ground to handle a nuclear emergency. District administrations, local hospitals, disaster response teams, and nearby communities are the first to face the impact of any accident. However, the Bill does not clearly talk about training, medical preparedness, emergency drills, or public awareness programs in areas around nuclear plants. Without strong local capacity and planning, central control alone may not be enough during a crisis. This gap raises concern about whether our emergency response system is truly ready to protect the lives of citizens. With these comments and suggestions, I support this, Bill. Thank you. at 1517"
Sharmila Sarkar — Bardhaman Purba(Sc),"Thank you, Sir, for the opportunity to speak on an important Bill, that is, SHANTI Bill, 2025. On behalf, All India Trinamool Congress, I stand to oppose the Bill because of excessive privatization of a key sector. Sir, for decades, India treated nuclear energy as a strategic public responsibility, not because of ideology, but because of scale of risk. Nuclear power is not an ordinary sector. A single failure has consequences that last for years and generations. The Bill is called SHANTI, but it has done nothing than wreck the mental peace of Indian citizens. Clause 3 of the Bill opens Indian nuclear sector to private companies and joint ventures. According to this Bill, private firms can engage in fuel cycle activities, equipment manufacturing, power generation and plant operation. The Bill dismantles the principle that India stood for decades. This is not a reform. This is just privatization without any accountability. The current disaster, that is, the aviation sector, is an example of operation of monopoly in the skies. The Government has bent rules, even suspended the Flight Duty Time Limitation rules, which are meant to ensure the safety of pilots and passengers. With this Bill, there is no guarantee that rules will not be conveniently bent or suspended to benefit some companies. Another problematic domain is that the new Bill removes an earlier provision under right of recourse. This has also been removed in this current Bill. Why? Why are you so anti-people, Sir? Let me tell you. It is because your foreign friends asked you to remove this. That is the reason. Sir, the Bill limits liability of Rs. one crore in case of severe breach. They have put an amount of Rs. one crore on the lives of humans. This is the true face of BJP. BJP can put a cost of Rs. one crore on Indian citizens. The maximum liability of the operator has been fixed at Rs. 3,000 crores. Sir, does this account for inflation or long term effect of nuclear accident? Almost 40 years ago after the Chernobyl nuclear accident, studies have reported that cancer, infertility, cardiovascular incidents and so many birth defects have been happening due to damage to the DNA. Sir, I want to remind this House that in 2010, when the UPA Government brought an amendment to the Civil Liability for Nuclear Damage Bill, BJP called the Government a sell-out. What is it doing now? BJP is being a sell-out sitting on Bengal's right. You are sitting on Bengal's Rs. 2 lakh crore dues. *(By withholding Rs. 2 lakh crore of Bengal’s funds, Rs. 43,500 crore meant for natural disaster relief, and Rs. 19,000 crore allocated for the entire education campaign, you have demonstrated an anti-Bengal attitude. Now, by introducing this Bill, you are further demonstrating that you are acting against the interests of the people of India.) Sir, I oppose this Bill and I demand that the Bill be sent to a Standing Committee. *()OriginalinBengali 1535 hours"
Vamsi Krishna Gaddam — Peddapalle(Sc),"Sir, I want to first start off by saying that, very unfortunately, this Bill is named SHANTI Bill. According to me, this period should not be an unstable period because the clauses that are brought in this Bill are very dangerous to the safety of our country. This Government is showing no accountability, no responsibility, no answers to any question related to any issue that is happening around the country and they are ultimately facing no consequences. Why am I saying this? You talk about recent attacks in our country, say, Delhi terror attack. Nobody talks about this subject. We all saw Rahul Gandhi raise that issue. After ‘Operation Sindoor’, what is the Government going to do when there is a next attack that is going to happen in our country? Unfortunately, nobody talks about this. When we try to raise it, there is no time allocated for that. When we talk about unemployment issues, the Government does not take any responsibility. They promised two crore jobs every year for the last 11 years; nobody talks about that. You talk about the IndiGo crisis, there is no accountability on that. The Government is encouraging private players. When IndiGo makes Rs. 7,000 crore profit, and Air India makes Rs. 10,000 crore loss in the same year, the Government does not talk about it. The rupee devalues, the Government does not talk. Why am I raising all these important issues? The Government introduced the Atomic Bill, removing the liability of the suppliers. Who is going to be liable when an accident or an incident happens in the nuclear space? Sir, we have to understand the biggest disastrous change – the change to the civil liability provision. If you are so confident that there are not going to be any accidents, there are not going to be any nuclear incidents, I have heard some of the hon. Members say that we are very safe, there is no incident going to happen, then why is this liability law being removed? Sir, when we talk about France, Russia, China, South Korea, all of them are State-owned and Government-owned. Who will be responsible is the biggest question that comes when we talk about this Bill. The Government is passing this Bill to put national security and national defense in the hands of private players. I want to ask, what is it that the people have given mandate for and are the people fine with such draconian decisions putting such power in the hands of a few private players? Sir, the hon. Member, Shri Manish Tewari, has rightly raised this point. When … (Not recorded) has shown interest to enter the nuclear space, within a month this Bill is put up. Is it a pure coincidence or are we repeatedly doing the same mistakes that were done in the last 10 years? We have to learn from history. We always keep looking at the mistakes that our predecessors have done and we have to take forward-thinking actions and we have to take decisions which impact our children of the future for the better. Unfortunately, this SHANTI Bill is all about risk. It is not about ‘if it will happen’, it is about ‘when it will be happening’. When such an untoward incident happens, even if everything is safe – the liabilities are diluted – the nuclear danger or the nuclear incident does not care about intentions. It does not care if it is a private player or the Government who is owning the nuclear plant. Radiation does not behave like a gas tragedy or a water tragedy. It does not leak or disappear. We have to think about the children of the future. The rat eation settles into the ground. India's previous Governments and leaders would take responsibility if there were any untoward incidents, particularly if there was loss of lives among the people of our country. We have heard about resignations of Ministers, taking responsibility, in our earlier Governments. But, unfortunately, today, we simply divert the topic and move on to the next one. Sir, I repeatedly want to raise the issue that sending this Bill to private players and giving them whole and sole responsibility would be dangerous for the people of this country. I feel this Bill is against the interests of our country, the safety of our country, and the well-being of the citizens of our country. Privatization of nuclear power has repeatedly failed globally, and I urge this Government to rethink its decisions to impose some liability on the private players and suppliers in order to ensure the safety and security of our country. Thank you. Jai Hind. 1541 hours"
Anup Dhotre — Akola,"Thank you, hon. Chairperson Sir, for allowing me to speak on this important Bill, that is, the Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill, 2025, also known as the SHANTI Bill. Hon. Chairperson Sir, it is our hon. Prime Minister's target to achieve 100 Gigawatts of nuclear power capacity by the year 2047. It has been observed that cities like Delhi located near thermal power plants experience nearly 30 per cent to 40 per cent of the total pollution due to emissions from coal-based thermal power plants. Additionally, coal transportation to thermal power stations is predominantly carried out through Indian Railways, accounting for nearly 49 per cent of total freight movement. This heavy reliance on coal freight occupies a substantial portion of Indian Railways capacity, leading to constraints on passenger train services and the movement of other essential goods. Sir, nuclear power today is no longer merely a source of electricity; it is a strategic national asset. During 2024-25, India generated 56.68 billion units of nuclear electricity, thereby preventing the emission of about 56.68 million tonnes of carbon dioxide in a single year. With one of the lowest life-cycle greenhouse gas emissions, nuclear energy strongly supports India's commitment to achieving net-zero emissions by 2070. Nuclear reactors produce hydrogen by using methods such as electrolysis and advanced thermochemical cycles or hybrid methods. Hydrogen is a fuel for automobile industry with zero emissions. Sir, nuclear power is also cost-effective and commercially viable. Some of the cheapest electricity in India today is generated by nuclear plants. The Tarapur Atomic Power Station Units 1 and 2 generate electricity at less than one rupee per unit which is highly competitive. Moreover, our nuclear power operator, NPCIL, is a AAA-rated company that consistently earns commercial profits, clearly dispelling the notion that nuclear power in India is not an economically viable option. However, the cost of establishing a nuclear power plant in India is approximately Rs. 20 crore per MW. Therefore, private sector participation and investment are essential. Sir, this Bill replaces outdated legislation with a single, comprehensive, and future-ready framework. It significantly strengthens our regulatory oversight, rationalizes civil liability provisions, and enables responsible participation while fully safeguarding national interests. It establishes a strengthened Atomic Energy Regulatory Board with clearly defined powers for licensing, safety authorization, inspection, enforcement, emergency response, and public outreach, thereby ensuring transparency and enhancing public confidence. Sir, the BARC has developed TAG-24, which stands for Trombay-Akola Groundnut-24, a popular and high-yielding groundnut variety, through mutation and recombination breeding at its Trombay facilities. This variety was developed by crossing mutant derivatives of the Spanish-improved groundnut variety and was achieved in collaboration with Dr. Panjabrao Deshmukh Krishi Vidyapeeth (PDKV), the agricultural university, serving my constituency, Akola. This was a successful collaboration, which stands as a fine example of how nuclear science and agriculture research can directly benefit farmers at grassroot level. I would also like to draw your attention to the role of Baba Atomic Research Center (BARC) in the field of agriculture applications. BARC has developed a radiation technology that significantly enhances the shelf life of agronomical as well as horticultural crops through controlled use of radioactive sources such as Cobalt- 60. This technology helps reduce post-harvest losses, improves food security and increases farmers' income. I, therefore, request necessary enabling provisions and supportive amendments to be incorporated in the Bill to promote wider application of such nuclear and radiation-based technologies in agriculture, which would be of immense benefits to the farmers. In conclusion, I support this Bill. This landmark legislation centers India's energy security, accelerates climate action, promotes technological leadership and ensures public safety. I strongly support this Bill, and urge the August House to do the same in the larger national interest. Thank you, Sir. Honorable Chairman (Shri Silip Shaikia): Shri Hanuman Beniwal. Hanuman ji, Nyatu care ng tabi hai, we have to speak on that."
Hanuman Beniwal — Nagaur,"Yes Chairman, you know, I talk in many ways."
Dharmendra Yadav — Azamgarh,"Honorable Chairman, this is a learned man. What are you thinking till you say this on Nyatu Copy NG? at 1546"
M. P. Abdussamad Samadani — Ponnani,"Thank you, Sir. While taking part in this very important discussion on the SHANTI Bill, I am reminded of a statement made by the famous American theoretical physicist Julius Robert Oppenheimer. He is often called as the father of atomic bomb. When Oppenheimer witnessed the birth of the atomic age, he recalled the Bhagavad Gita. He quoted these verses of Bhagavad Gita: ""Tadatav suyasahasrasya bhavedyagu padatu tathya. It means, “if the radiance of a thousand suns were to burst forth at once in the sky, that would be like the splendor of the mighty one.” It is a verse of awe and also of a warning — warning about a power that overwhelms human control. That warning must guide the House this August as we debate the SHANTI Bill. The very acronym, SHANTI, invokes peace, tranquility and sustainability. But it is very unfortunate to state that the Bill - though it expands nuclear power generation - leaves behind a statutory vacuum, especially in three very important, sensitive, critical areas to which I draw the attention of the hon. Minister. First of all, the Bill fails to establish a truly independent nuclear safety regulator. Such a regulator has to be made answerable to the Parliament, insulated from both the executive and the nuclear establishment. But unfortunately, the Bill does not have such a provision. In a sector where a single failure can cause irreversible harm, regulatory subordination is unacceptable. Secondly, the Bill ushers in private and foreign participation in one of the most strategically sensitive sectors of the Republic. The Bill is intended to have privatisation, handing over such a sensitive area, sensitive domain to the corporate interests. Nuclear power is not an ordinary power source. It is inseparable from national security, public safety, and intergenerational responsibility. Opening this domain to the profit-seeking private sector is equal to opening doors to the risks of regulatory capture, dilution of accountability, and erosion of sovereign control. Sir, nuclear disasters do not respect balance sheets. Chernobyl speaks a lot. The entire regions were rendered inhabitable, generations scarred, and costs were borne out, not by the corporates, but by the people and the State. The private and foreign investors may exit. Affected citizens cannot. Thirdly, my criticism, opposition, and accusation to this Bill is that the Bill is conspicuously silent on long-term radioactive waste management and emergency preparedness. Hon. CHAIRPERSON (SHRI DILIP SAIKIA): Please conclude. Sir, our party has got seven minutes. I will conclude in two minutes. Whenever the Government brings in a new legislation now-a-days, the most important casualty is the federal character of the Constitution. Here also, there is no mention of any sort of meaningful consultation with the States that bear the brunt of nuclear risk. Federalism cannot be reduced to a procedural formality when the consequences are existential. No doubt India needs clean and reliable energy. But, nuclear energy without ironclad law, democratic consent, and sovereign accountability is not peace. It is equal to creating loopholes that may lead to unrest. It is a gamble with the lives of the people. In the title of the Bill, it is stated that it is meant for transforming India. I would like to ask the hon. Minister: transforming which kind of India, and whose India? Further, during the introduction of the Bill, it was stated that it is for the welfare of the people. Welfare of which section of the people, I cannot understand. For these reasons, Sir, I strongly oppose this Bill. Thank you so much. at 1556"
Manish Tewari — Chandigarh,"Sir, the hon. Minister is talking about liability. I have one clarification."
Jitendra Singh — Udhampur,"I am not yielding. Let me finish.… Honorable Speaker: Honorable Members, the same as mentioned by Sir. Right now you are still in heaven. ...(Interruption) Honorable Speaker: Why? ...(obstacle)"
Gaurav Gogoi — Jorhat,"Sir, this is the crux of the Bill.… Honorable Speaker: The Deputy Leader has not come to the point of order. Do not speak even in the middle of the debate. ...(Interruption) Honorable Speaker: First there will be the reply of Honorable Friend, after that the clarion call will be allowed. The Speaker has given the arrangement, so he has given it. Honorable Mitri Sir. ...(interruption) Dr. Wherever: Where the supplier is concerned, if there is any agreement with the export supplier, if the operator at his level has any agreement in writing with the supplier, then he will continue to deal with it, but where the Government No matter what, our decking will be with exporters only. Many problems which are in the main supply chain will also go away. ...(Interruptions) Honorable Speaker: I will allow you to leave after your reply. ....(interruption) Dr. Wherever there are, some provisions have been brought in that also, if any such accident happens during transportation, then the responsibility for the same will be on the exporter. If a signature is given, the person who gave it will be responsible unless he has done so in writing with another party. ...(Interruption) Honorable Speaker: Why do you keep standing up again and again? ...(obstacle)"
Manish Tewari — Chandigarh,"First of all, I would like to thank Metri ji among you for giving credit to Jawahir Lal Nehiru. Perhaps this has happened for the first time in the last 11 years, hence it deserves congratulations. Just two small explanations from me. Is it the position of the Government that in the changed technological context of the past 15 years, the supplier should no longer be held to be liable? So, is it the position of the Government that if a faulty equipment is supplied, because obviously you will have to source equipment from abroad? ....One second, let me just complete. You will have to source equipment from abroad. Nuclear reactor fabrication is not happening in India. Is it the position of the Government that in today's context, the supplier is not going to be liable at all? My second point is with regard to liability. Is it the philosophical position of this Government? Is privatizing profit and socializing liability the philosophy of this Government?"
Nishikant Dubey — Godda,"Mr. Speaker, even after the '123 Agreement' in the year 2008, on the basis of which we had signed such a big agreement, what kind of problem did the Government of India face that it is not only a nuclear supplier, but India is not able to meet the European rules, thorium or pluri? Tokens also had to be supplied, they are not ready to enter into an agreement with us for the same today, why did someone I don't like make such a big fuss?… (Interruptions)"
Gaurav Gogoi — Jorhat,"Sir, this is what commerce is all about.… (interruption)"
Gaurav Gogoi — Jorhat,"Sir, we are walking out. 1718 hrs (At this time Shri Gaurav Gogoi, Smt. Kanemozhi Runakanand and some other Honorable Members left the House.) Honorable Speaker: The question is the same: “The people of India should look after nuclear power generation, health, food, water, agriculture, industry, research for their welfare. To provide for a strong regulatory framework for the exploitation, development and development of nuclear energy and ionizing radiation for the purposes of knowledge, environment and innovation in nuclear science and technology, and for its sustainable and sustainable use, and the provision of legal coverage related thereto or derived therefrom. The proposed bill should be considered.” The proposal was accepted. -----"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 3, for lines 5 to 6,- substitute “substance and any other practice or circumstances in which an individual may be subject to radiation exposure under nuclear regulations, encompassing everything from mining of uranium for the use of X-ray machines, handling radioactive waste, and moving nuclear materials, all regulated to ensure safety in producing and using nuclear energy and radiation for societal benefits;”. (7) Page 3, for lines 16 and 17,- substitute ‘(7) “Claims Commission” means a body namely the Nuclear Damage Claims Commission established under Section 56 to handle compensation for victims of nuclear incidents, with the government appointing a Claims Commissioner initially, but if claims are large escalating to the Commission in the public interest;’. (8) Page 3, for lines 20 to 22,- substitute ‘(a) “company” meaning an entity incorporated under the Companies Act, 2013 or prior Indian laws, excluding foreign-incorporated entities;’. (9) Page 3, for lines 27 and 28,- substitute “removal or containment of any prescribed substance of radioactive material, including activities such as planning, physical and radiological characterization, facility and site decontamination, dismantling and material management”. (10) Page 3, for lines 32 and 33,- substitute ‘(14) “financial security” means a contract of indemnity or guarantee of stocks or bonds, shares, representing ownership or debt, and also agreements like indemnity or guarantee contracts;’. (11) Page 4, for lines 3 to 7,- substitute ‘(19) “minerals” include all substances obtained or obtainable from the earth surface or sub-surface of the earth crust, either soil or rock, naturally occurring solid with a defined composition and crystal structure, through mining, carrying away, transporting, sorting, extracting from the earth, including materials like sand, gravel, and even potential things like peat or mineral oils or otherwise treating of minerals;'. (12) Page 4, for lines 31 to 35,- substitute ‘(3a) “atomic energy” means energy realsed from nuclei as a result of any process including the fission or fusion processes; and any related act in reference to preparatory or ancillary processes, ensuring comprehensive control over nuclear activities, covering everything from mining uranium to such production and use;”. (13) Page 5, for lines 1 to 4,- substitute ‘(24) “nuclear incident” is occurrence of an unplanned event involving radioactive materials that results in or has the potential for significant consequences due to release of radioactive material resulting from the, damage to a nuclear facility causing large-scale environmental and health impacts caused by equipment failures, human error, or other failures;'(14)."
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 7, omit line 11. (15)"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 7, omit lines 12 to 14. (61)"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 10, omit lines 22 to 25. (63)"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 10, omit lines 7 to 13. (65)"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 14, line 17,- for “three hundred million” substitute “five hundred million”. (16)"
Saugata Roy — Dum Dum,"Sir, I beg to move: Page 15, line 21,- for “not exceeding seven” substitute “not exceeding five”. (17)"
Jitendra Singh — Udhampur,"Sir, I beg to move: “That the Bill, as amended, may be passed.”"
K. C. Venugopal — Alappuzha,"Sir, what is the government's plan? Honorable Speaker: How many times do you want to speak? … (obstacle)"
Lalji Verma — Ambedkar Nagar,"Sir, hold discussion today as well as tomorrow. Honorable Speaker: It is right if you sit in the House and it is right if you speak. If the entire House sits then all the two members will agree. Now all of you sit down. Everyone will get a chance to speak. Honorable Metriji. Vikasit Bharat - Guarantee Mission for Employment and Livelihood (Rural): VB-Ji Ram Ji (Vikakit Bharat-Ki Ram Vishva) Bill 1741 PM Minister of Agriculture and Farmers Welfare; And the Minister of Rural Development (Shri Jashav Rao Jihai Chauhan): Sir, I propose: “That every rural village, whose adult members come forward voluntarily to do unskilled manual work, should have one hundred and twenty-five days in every financial year. To establish rural development framework in line with the national vision of achieving guaranteed wage employment, empowerment and development convergence for a prosperous and sustainable rural India. And for the protection of Sat Krishi, and a bill providing for protection from it or its origin should be considered.” Mr. Speaker, this House is not just a brick building, but a sacred structure. The discussion should be limited to this and should not be discussed in detail, but I would definitely request the opposition member that when I answer, he should listen to my answer carefully. Sir, I will answer your question gladly. Honorable Speaker: Honorable Metri Ji, please tell us a little about the bill."
Nityanand Rai — Ujiarpur,"Honorable Speaker Sir, I will discuss in detail. This bill is the bill of developed villages for developed India, in which the guarantee of 100 days employment will be increased to 125 days. We will also provide employment and it will be increased from 100 to 125 days. But not only to provide employment, but also to create self-reliant villages was the dream of Mahatma Gandhiji. This is the key to creating self-reliant, self-sufficient, developed, poverty-free and employment-rich villages. I request you to discuss this in detail. (Ekta) Honorable Speaker: Motion moved: “That every rural dweller, whose adult members come forward voluntarily to do unskilled manual labour, shall be provided with one hundred and twenty-five days of legally guaranteed wage employment in every financial year.” To establish a sustainable rural development framework in line with the national vision of Developed India @ 2047; empowerment, development convergence and sustainable development for a prosperous and sustainable rural India. and a bill providing for its creation or its successor may be considered.” Mr. Jai Priash. You are a senior member, hence you spoke as per dignity. 1742 hrs (Shri Jagkimbia Pal presiding) 1742 hrs"
